Entry	Entry Name	Protein names	Gene Names (synonym)	Gene Names (primary)
A0A6Q8PHJ8	A0A6Q8PHJ8_HUMAN	Cadherin-2 (Neural cadherin)	NA	CDH2
A0A6Q8PHJ9	A0A6Q8PHJ9_HUMAN	Apoptosis-inducing factor 1, mitochondrial	NA	AIFM1
A0A6Q8PHK7	A0A6Q8PHK7_HUMAN	NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial (Complex I-KFYI) (NADH-ubiquinone oxidoreductase KFYI subunit)	NA	NDUFC1
A0A6Q8PHL7	A0A6Q8PHL7_HUMAN	Solute carrier family 52, riboflavin transporter, member 3	NA	SLC52A3
A0A6Q8PHM1	A0A6Q8PHM1_HUMAN	Myelin regulatory factor	NA	MYRF
A0A6Q8PHM7	A0A6Q8PHM7_HUMAN	Glutamate receptor	NA	GRIN2A
A0A6Q8PHM8	A0A6Q8PHM8_HUMAN	Alpha-galactosidase (EC 3.2.1.-)	NA	GLA
A0A6Q8PHN3	A0A6Q8PHN3_HUMAN	Phosphoinositide phospholipase C (EC 3.1.4.11)	NA	PLCE1
A0A6Q8PHN8	A0A6Q8PHN8_HUMAN	Centrosome and spindle pole-associated protein 1	NA	CSPP1
A0A6Q8PHP0	A0A6Q8PHP0_HUMAN	Cytosolic purine 5'-nucleotidase	NA	NT5C2
A0A6Q8PHQ1	A0A6Q8PHQ1_HUMAN	Chloride channel CLIC-like protein 1	NA	CLCC1
A0A6Q8PHR1	A0A6Q8PHR1_HUMAN	2'-5' oligoadenylate synthase (EC 2.7.7.84)	NA	OAS1
A0A6S6UMJ7	A0A6S6UMJ7_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6WU44	A0A6S6WU44_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WU51	A0A6S6WU51_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WU54	A0A6S6WU54_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WU59	A0A6S6WU59_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WUK8	A0A6S6WUK8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WUT2	A0A6S6WUT2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WUU5	A0A6S6WUU5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WV45	A0A6S6WV45_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WV47	A0A6S6WV47_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WV52	A0A6S6WV52_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVJ2	A0A6S6WVJ2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVL2	A0A6S6WVL2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVL8	A0A6S6WVL8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVM1	A0A6S6WVM1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVM4	A0A6S6WVM4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVR0	A0A6S6WVR0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVR2	A0A6S6WVR2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVS5	A0A6S6WVS5_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WVU1	A0A6S6WVU1_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WWB2	A0A6S6WWB2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WWB8	A0A6S6WWB8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WWC3	A0A6S6WWC3_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WWD8	A0A6S6WWD8_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXH0	A0A6S6WXH0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXH9	A0A6S6WXH9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXM4	A0A6S6WXM4_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXM7	A0A6S6WXM7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXN0	A0A6S6WXN0_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6WXN9	A0A6S6WXN9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X675	A0A6S6X675_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X688	A0A6S6X688_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X699	A0A6S6X699_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X6C2	A0A6S6X6C2_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X6D7	A0A6S6X6D7_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6X6E9	A0A6S6X6E9_HUMAN	MHC class II antigen	NA	HLA-DQB1
A0A6S6XMQ2	A0A6S6XMQ2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XMS3	A0A6S6XMS3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XR66	A0A6S6XR66_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XR73	A0A6S6XR73_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XR81	A0A6S6XR81_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XSN5	A0A6S6XSN5_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XTC1	A0A6S6XTC1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XTD1	A0A6S6XTD1_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XW01	A0A6S6XW01_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XW13	A0A6S6XW13_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XWG2	A0A6S6XWG2_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6XWH0	A0A6S6XWH0_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6Y3G9	A0A6S6Y3G9_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S6YHH3	A0A6S6YHH3_HUMAN	MHC class II antigen	NA	HLA-DPB1
A0A6S7XSP1	A0A6S7XSP1_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XSP7	A0A6S7XSP7_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XSQ4	A0A6S7XSQ4_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XTF4	A0A6S7XTF4_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XTG4	A0A6S7XTG4_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XTJ0	A0A6S7XTJ0_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XTJ7	A0A6S7XTJ7_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XTM0	A0A6S7XTM0_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XTY7	A0A6S7XTY7_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XU09	A0A6S7XU09_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XU17	A0A6S7XU17_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XU32	A0A6S7XU32_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XU48	A0A6S7XU48_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XUK1	A0A6S7XUK1_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XUL2	A0A6S7XUL2_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XUM4	A0A6S7XUM4_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XUN3	A0A6S7XUN3_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XUQ0	A0A6S7XUQ0_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XUQ9	A0A6S7XUQ9_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XUS7	A0A6S7XUS7_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XV07	A0A6S7XV07_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XV18	A0A6S7XV18_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XV36	A0A6S7XV36_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XV52	A0A6S7XV52_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XV67	A0A6S7XV67_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XWX3	A0A6S7XWX3_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XX07	A0A6S7XX07_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XX17	A0A6S7XX17_HUMAN	MHC class I antigen	NA	HLA-A
A0A6S7XX38	A0A6S7XX38_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XXG3	A0A6S7XXG3_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XXK2	A0A6S7XXK2_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XXK9	A0A6S7XXK9_HUMAN	MHC class I antigen	NA	HLA-C
A0A6S7XXL9	A0A6S7XXL9_HUMAN	MHC class I antigen	NA	HLA-B
A0A6S7XXN0	A0A6S7XXN0_HUMAN	MHC class I antigen	NA	HLA-C
